shipment_id,origin_city,dest_city,mode,carrier,dest_tier,distance_km,weight_kg,delivery_time_days,cost_inr,delayed,ship_date
297,Nagpur,Bengaluru,Road,InHouse Fleet,Tier-1,324.0,1.56,0.9,417.0,0,2026-05-06
298,Indore,Hyderabad,Road,InHouse Fleet,Tier-1,452.0,12.71,2.3,788.0,0,2026-02-21
299,Coimbatore,Hyderabad,Road,InHouse Fleet,Tier-1,644.0,10.37,1.6,859.0,0,2026-02-10
302,Bengaluru,Coimbatore,Road,Partner-B,Tier-2,610.0,0.77,1.6,635.0,0,2026-06-29
304,Nagpur,Coimbatore,Road,Partner-A,Tier-2,662.0,9.97,3.2,846.0,0,2026-01-31
305,Chennai,Bengaluru,Rail,Partner-B,Tier-1,385.0,3.95,1.5,400.0,0,2026-06-03
307,Pune,Chennai,Road,InHouse Fleet,Tier-1,781.0,8.79,4.1,894.0,0,2026-06-04
308,Chennai,Pune,Road,Partner-A,Tier-1,40.0,1.28,0.5,540.0,0,2026-05-01
309,Kochi,Indore,Road,Partner-B,Tier-2,773.0,3.02,2.5,902.0,0,2026-02-20
310,Nagpur,Hyderabad,Road,Partner-A,Tier-1,329.0,5.73,2.1,564.0,0,2026-08-14
311,Kochi,Nagpur,Road,InHouse Fleet,Tier-2,752.0,16.81,3.0,1160.0,0,2026-04-05
312,Indore,Pune,Air,Partner-B,Tier-1,232.0,5.74,1.0,1128.0,0,2026-06-25
313,Pune,Indore,Road,InHouse Fleet,Tier-2,641.0,11.4,2.0,954.0,0,2026-01-11
314,Indore,Coimbatore,Road,Partner-B,Tier-2,778.0,6.35,2.9,967.0,0,2026-05-16
316,Kochi,Coimbatore,Road,InHouse Fleet,Tier-2,1210.0,6.18,4.5,1345.0,0,2026-01-12
317,Hyderabad,Chennai,Road,Partner-A,Tier-1,495.0,7.88,2.6,642.0,0,2026-04-09
319,Indore,Hyderabad,Road,InHouse Fleet,Tier-1,197.0,5.1,1.1,238.0,0,2026-02-14
320,Nagpur,Indore,Road,Partner-A,Tier-2,574.0,9.53,1.7,774.0,0,2026-02-03
321,Kochi,Indore,Rail,Partner-A,Tier-2,568.0,2.03,1.7,504.0,0,2026-07-24
322,Coimbatore,Chennai,Road,Partner-B,Tier-1,40.0,,0.5,302.0,0,2026-08-07
323,Pune,Chennai,Road,Partner-A,Tier-1,291.0,17.77,1.7,800.0,0,2026-03-13
324,Chennai,Kochi,Road,InHouse Fleet,Tier-2,782.0,11.73,3.2,1109.0,0,2026-06-24
325,Nagpur,Hyderabad,Air,Partner-B,Tier-1,121.0,6.77,1.1,877.0,0,2026-01-21
326,Nagpur,Coimbatore,Rail,Partner-B,Tier-2,839.0,10.64,3.6,877.0,0,2026-02-10
327,Hyderabad,Nagpur,Air,InHouse Fleet,Tier-2,738.0,14.72,2.6,2896.0,1,2026-07-22
329,Kochi,Indore,Road,InHouse Fleet,Tier-2,518.0,0.65,2.3,517.0,0,2026-01-22
330,Kochi,Chennai,Road,Partner-B,Tier-1,325.0,4.27,2.1,415.0,0,2026-01-21
331,Bengaluru,Pune,Road,InHouse Fleet,Tier-1,638.0,3.01,1.9,716.0,0,2026-06-05
332,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,482.0,1.38,1.9,588.0,0,2026-07-14
333,Pune,Nagpur,Road,InHouse Fleet,Tier-2,652.0,19.48,3.2,1100.0,1,2026-03-12
334,Hyderabad,Coimbatore,Road,Partner-A,Tier-2,607.0,8.15,2.0,818.0,0,2026-01-14
335,Nagpur,Coimbatore,Road,InHouse Fleet,Tier-2,664.0,10.38,3.4,1018.0,0,2026-03-20
336,Kochi,Pune,Road,InHouse Fleet,Tier-1,258.0,3.13,2.2,359.0,0,2026-03-14
337,Coimbatore,Indore,Road,Partner-A,Tier-2,271.0,4.2,2.1,429.0,0,2026-02-21
338,Hyderabad,Chennai,Road,Partner-B,Tier-1,718.0,5.31,1.9,853.0,0,2026-06-20
339,Pune,Kochi,Road,InHouse Fleet,Tier-2,678.0,7.16,2.3,858.0,0,2026-07-18
340,Pune,Coimbatore,Road,InHouse Fleet,Tier-2,722.0,9.28,3.0,1062.0,0,2026-03-17
341,Hyderabad,Nagpur,Air,InHouse Fleet,Tier-2,640.0,8.86,0.9,2300.0,0,2026-01-19
342,Pune,Hyderabad,Road,InHouse Fleet,Tier-1,218.0,4.42,1.4,292.0,0,2026-01-27
343,Hyderabad,Bengaluru,Road,Partner-B,Tier-1,317.0,15.12,2.2,835.0,1,2026-05-26
344,Chennai,Bengaluru,Road,Partner-B,Tier-1,62.0,13.11,0.8,480.0,0,2026-01-13
345,Hyderabad,Bengaluru,Rail,Partner-A,Tier-1,760.0,6.63,1.9,721.0,0,2026-04-17
346,Indore,Kochi,Road,InHouse Fleet,Tier-2,428.0,5.47,1.2,683.0,0,2026-05-09
347,Hyderabad,Indore,Road,Partner-A,Tier-2,464.0,4.16,1.8,555.0,0,2026-08-18
348,Pune,Chennai,Road,Partner-A,Tier-1,271.0,7.19,2.1,607.0,0,2026-03-26
349,Kochi,Pune,Road,Partner-B,Tier-1,582.0,12.64,1.8,925.0,0,2026-06-11
350,Indore,Kochi,Road,Partner-A,Tier-2,653.0,5.56,2.5,867.0,0,2026-05-21
351,Pune,Kochi,Road,Partner-A,Tier-2,427.0,3.35,1.8,732.0,0,2026-04-19
352,Bengaluru,Coimbatore,Rail,Partner-A,Tier-2,876.0,5.47,2.3,815.0,0,2026-04-25
353,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,482.0,6.72,2.6,676.0,1,2026-08-21
355,Kochi,Nagpur,Air,Partner-A,Tier-2,747.0,1.9,2.6,2015.0,0,2026-02-20
356,Indore,Hyderabad,Road,Partner-A,Tier-1,479.0,1.45,2.7,540.0,0,2026-08-03
357,Chennai,Nagpur,Rail,InHouse Fleet,Tier-2,1081.0,3.42,2.6,849.0,0,2026-01-01
358,Kochi,Indore,Road,Partner-A,Tier-2,1043.0,15.09,4.5,1385.0,0,2026-08-03
359,Bengaluru,Chennai,Road,Partner-A,Tier-1,226.0,12.16,2.1,761.0,1,2026-05-01
360,Hyderabad,Bengaluru,Road,InHouse Fleet,Tier-1,642.0,1.12,2.2,693.0,0,2026-06-05
361,Pune,Kochi,Road,InHouse Fleet,Tier-2,719.0,2.33,2.1,752.0,0,2026-05-03
362,Bengaluru,Chennai,Road,Partner-A,Tier-1,440.0,9.17,2.7,693.0,0,2026-02-01
363,Bengaluru,Indore,Road,Partner-A,Tier-2,345.0,3.8,1.9,461.0,0,2026-07-19
364,Chennai,Pune,Road,Partner-A,Tier-1,319.0,7.47,1.2,617.0,0,2026-07-02
365,Indore,Pune,Road,InHouse Fleet,Tier-1,204.0,1.19,1.4,288.0,0,2026-06-03
368,Chennai,Coimbatore,Road,InHouse Fleet,Tier-2,799.0,5.38,2.5,1030.0,0,2026-05-22
369,Hyderabad,Coimbatore,Road,InHouse Fleet,Tier-2,843.0,4.96,2.4,944.0,0,2026-08-04
370,Indore,Nagpur,Air,InHouse Fleet,Tier-2,277.0,10.41,1.8,1518.0,0,2026-08-28
372,Kochi,Pune,Air,InHouse Fleet,Tier-1,346.0,7.16,1.7,1429.0,0,2026-04-03
373,Chennai,Kochi,Road,InHouse Fleet,Tier-2,852.0,5.95,3.4,973.0,0,2026-03-09
374,Kochi,Pune,Road,InHouse Fleet,Tier-1,316.0,0.91,2.2,283.0,0,2026-03-04
375,Bengaluru,Chennai,Road,Partner-A,Tier-1,481.0,18.15,1.5,839.0,0,2026-03-23
377,Pune,Hyderabad,Road,InHouse Fleet,Tier-1,413.0,8.7,1.6,707.0,0,2026-05-22
378,Bengaluru,Kochi,Air,Partner-B,Tier-2,711.0,2.9,2.4,1956.0,1,2026-06-04
379,Chennai,Bengaluru,Road,InHouse Fleet,Tier-1,301.0,5.83,1.7,521.0,0,2026-02-10
380,Bengaluru,Pune,Air,Partner-A,Tier-1,131.0,3.9,0.5,738.0,0,2026-08-27
381,Kochi,Nagpur,Air,InHouse Fleet,Tier-2,448.0,4.53,1.5,1607.0,0,2026-01-03
382,Nagpur,Bengaluru,Air,InHouse Fleet,Tier-1,478.0,12.03,1.8,2005.0,1,2026-04-04
383,Pune,Chennai,Rail,Partner-A,Tier-1,354.0,2.32,2.0,401.0,0,2026-02-28
384,Coimbatore,Nagpur,Road,Partner-A,Tier-2,625.0,8.96,1.8,886.0,0,2026-08-16
385,Coimbatore,Bengaluru,Road,Partner-B,Tier-1,274.0,12.38,2.7,658.0,0,2026-05-31
386,Kochi,Nagpur,Road,Partner-A,Tier-2,595.0,7.99,1.5,883.0,0,2026-01-18
387,Hyderabad,Chennai,Road,Partner-B,Tier-1,538.0,4.71,2.3,686.0,0,2026-08-26
388,Indore,Kochi,Road,InHouse Fleet,Tier-2,590.0,2.72,3.4,532.0,0,2026-08-27
389,Bengaluru,Hyderabad,Road,InHouse Fleet,Tier-1,109.0,3.07,1.6,282.0,0,2026-04-14
390,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,484.0,5.92,2.6,683.0,0,2026-03-15
391,Hyderabad,Chennai,Road,InHouse Fleet,Tier-1,313.0,5.56,1.1,486.0,0,2026-04-30
392,Hyderabad,Nagpur,Road,Partner-A,Tier-2,656.0,9.77,2.7,864.0,0,2026-03-17
394,Kochi,Indore,Road,InHouse Fleet,Tier-2,939.0,1.29,3.1,936.0,0,2026-06-18
395,Hyderabad,Coimbatore,Air,Partner-B,Tier-2,646.0,11.92,0.8,2582.0,0,2026-01-08
397,Kochi,Pune,Road,InHouse Fleet,Tier-1,402.0,26.2,2.4,1042.0,0,2026-06-09
398,Nagpur,Hyderabad,Road,InHouse Fleet,Tier-1,138.0,5.07,0.8,227.0,0,2026-03-22
399,Kochi,Hyderabad,Road,InHouse Fleet,Tier-1,310.0,4.48,1.3,383.0,0,2026-06-18
400,Bengaluru,Pune,Road,InHouse Fleet,Tier-1,460.0,4.82,2.3,612.0,0,2026-06-22
401,Kochi,Coimbatore,Road,InHouse Fleet,Tier-2,370.0,5.77,1.7,658.0,0,2026-07-25
403,Hyderabad,Indore,Road,InHouse Fleet,Tier-2,686.0,4.2,2.6,935.0,0,2026-04-11
404,Bengaluru,Coimbatore,Road,InHouse Fleet,Tier-2,668.0,0.67,2.4,737.0,0,2026-01-09
405,Kochi,Hyderabad,Road,Partner-B,Tier-1,357.0,4.74,2.6,461.0,0,2026-03-31
406,Pune,Bengaluru,Road,Partner-A,Tier-1,537.0,6.04,1.6,662.0,1,2026-02-17
408,Kochi,Indore,Road,InHouse Fleet,Tier-2,710.0,12.81,2.3,1092.0,0,2026-04-25
409,Pune,Indore,Rail,InHouse Fleet,Tier-2,916.0,2.3,3.0,849.0,0,2026-06-01
410,Nagpur,Kochi,Road,Partner-A,Tier-2,471.0,16.35,1.5,874.0,0,2026-03-28
412,Kochi,Hyderabad,Road,InHouse Fleet,Tier-1,374.0,3.96,1.2,601.0,0,2026-04-05
413,Nagpur,Chennai,Road,Partner-A,Tier-1,365.0,2.56,1.9,459.0,0,2026-08-19
414,Bengaluru,Indore,Road,Partner-A,Tier-2,458.0,8.71,2.5,753.0,0,2026-06-21
415,Hyderabad,Chennai,Road,InHouse Fleet,Tier-1,522.0,3.59,2.8,708.0,1,2026-07-05
416,Bengaluru,Chennai,Rail,InHouse Fleet,Tier-1,768.0,5.15,2.5,631.0,0,2026-07-13
417,Coimbatore,Nagpur,Road,InHouse Fleet,Tier-2,647.0,5.43,2.0,825.0,0,2026-04-24
419,Kochi,Coimbatore,Road,InHouse Fleet,Tier-2,741.0,8.35,2.8,1041.0,0,2026-01-18
420,Nagpur,Pune,Road,InHouse Fleet,Tier-1,365.0,5.03,2.2,501.0,0,2026-07-27
421,Chennai,Bengaluru,Road,InHouse Fleet,Tier-1,222.0,4.61,1.7,332.0,0,2026-01-29
422,Chennai,Hyderabad,Road,Partner-B,Tier-1,40.0,3.88,1.8,243.0,0,2026-07-22
423,Nagpur,Coimbatore,Air,Partner-A,Tier-2,523.0,7.76,0.8,1944.0,0,2026-01-02
424,Hyderabad,Bengaluru,Road,Partner-A,Tier-1,99.0,3.44,0.8,235.0,0,2026-03-19
425,Kochi,Indore,Road,InHouse Fleet,Tier-2,957.0,13.1,3.8,1269.0,0,2026-03-09
426,Coimbatore,Indore,Rail,InHouse Fleet,Tier-2,629.0,5.48,1.4,526.0,0,2026-08-19
427,Bengaluru,Indore,Road,InHouse Fleet,Tier-2,588.0,0.97,2.0,658.0,1,2026-04-08
428,Pune,Coimbatore,Rail,InHouse Fleet,Tier-2,810.0,6.72,2.1,877.0,0,2026-04-27
429,Bengaluru,Coimbatore,Road,InHouse Fleet,Tier-2,448.0,7.55,1.2,629.0,0,2026-04-20
430,Pune,Hyderabad,Air,Partner-A,Tier-1,212.0,13.2,1.1,1512.0,0,2026-06-16
431,Bengaluru,Pune,Road,Partner-A,Tier-1,362.0,2.83,2.3,487.0,0,2026-07-20
432,Nagpur,Kochi,Air,Partner-A,Tier-2,835.0,2.47,1.7,2493.0,0,2026-08-20
433,Coimbatore,Chennai,Rail,InHouse Fleet,Tier-1,440.0,8.55,2.3,618.0,0,2026-02-10
434,Kochi,Indore,Road,Partner-B,Tier-2,695.0,11.76,3.3,994.0,0,2026-07-18
435,Pune,Nagpur,Rail,InHouse Fleet,Tier-2,664.0,2.73,2.0,599.0,0,2026-04-25
436,Kochi,Pune,Road,InHouse Fleet,Tier-1,422.0,6.54,3.5,695.0,0,2026-03-22
437,Kochi,Nagpur,Road,InHouse Fleet,Tier-2,686.0,5.1,2.3,770.0,0,2026-05-02
438,Kochi,Hyderabad,Road,Partner-A,Tier-1,165.0,2.82,1.2,336.0,0,2026-03-28
439,Indore,Hyderabad,Road,Partner-B,Tier-1,358.0,4.87,1.4,457.0,0,2026-08-25
442,Kochi,Nagpur,Road,Partner-B,Tier-2,457.0,11.19,2.3,827.0,1,2026-07-22
443,Bengaluru,Pune,Air,InHouse Fleet,Tier-1,365.0,5.49,1.1,1401.0,0,2026-01-22
446,Hyderabad,Coimbatore,Road,Partner-B,Tier-2,563.0,4.67,2.2,715.0,1,2026-07-29
447,Hyderabad,Coimbatore,Road,InHouse Fleet,Tier-2,1107.0,8.24,3.3,1261.0,0,2026-02-18
448,Nagpur,Indore,Road,Partner-A,Tier-2,643.0,11.89,2.3,998.0,0,2026-06-05
449,Indore,Kochi,Road,InHouse Fleet,Tier-2,397.0,2.26,2.0,483.0,0,2026-01-16
450,Nagpur,Coimbatore,Road,Partner-A,Tier-2,626.0,6.74,2.1,941.0,0,2026-08-22
451,Nagpur,Hyderabad,Road,InHouse Fleet,Tier-1,443.0,3.98,1.7,663.0,0,2026-03-09
452,Nagpur,Pune,Rail,Partner-A,Tier-1,651.0,5.51,2.9,565.0,0,2026-07-09
454,Nagpur,Hyderabad,Road,Partner-B,Tier-1,244.0,8.7,1.4,529.0,0,2026-06-13
455,Coimbatore,Bengaluru,Road,Partner-B,Tier-1,65.0,4.25,1.4,289.0,0,2026-01-22
456,Hyderabad,Coimbatore,Road,InHouse Fleet,Tier-2,797.0,5.0,2.2,895.0,0,2026-05-19
457,Nagpur,Hyderabad,Road,Partner-A,Tier-1,101.0,10.57,1.0,508.0,0,2026-03-26
458,Kochi,Hyderabad,Road,InHouse Fleet,Tier-1,271.0,7.42,0.9,575.0,0,2026-05-01
459,Hyderabad,Bengaluru,Road,InHouse Fleet,Tier-1,304.0,4.91,2.8,471.0,1,2026-08-20
460,Hyderabad,Chennai,Road,Partner-A,Tier-1,337.0,5.93,2.6,590.0,1,2026-08-21
461,Chennai,Pune,Rail,InHouse Fleet,Tier-1,474.0,5.61,2.3,373.0,0,2026-03-21
462,Coimbatore,Nagpur,Air,Partner-A,Tier-2,527.0,0.89,2.7,1580.0,0,2026-06-19
463,Nagpur,Indore,Road,Partner-B,Tier-2,601.0,6.01,2.8,824.0,0,2026-02-24
464,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,347.0,1.62,1.7,368.0,0,2026-07-20
465,Pune,Coimbatore,Road,Partner-A,Tier-2,677.0,11.67,2.7,996.0,0,2026-02-04
466,Indore,Hyderabad,Road,InHouse Fleet,Tier-1,368.0,1.58,2.6,329.0,0,2026-07-04
469,Coimbatore,Bengaluru,Road,Partner-B,Tier-1,428.0,3.82,1.4,515.0,1,2026-02-03
470,Pune,Kochi,Road,Partner-B,Tier-2,802.0,3.24,2.1,949.0,0,2026-03-14
471,Coimbatore,Pune,Road,Partner-B,Tier-1,421.0,14.68,2.2,825.0,0,2026-03-18
472,Kochi,Chennai,Rail,Partner-B,Tier-1,432.0,11.34,1.5,598.0,0,2026-07-17
473,Hyderabad,Indore,Rail,InHouse Fleet,Tier-2,365.0,0.37,0.9,337.0,0,2026-05-12
475,Hyderabad,Kochi,Road,Partner-A,Tier-2,659.0,5.28,1.7,801.0,0,2026-06-23
476,Kochi,Hyderabad,Air,InHouse Fleet,Tier-1,436.0,1.91,1.2,1412.0,0,2026-08-08
477,Bengaluru,Kochi,Road,InHouse Fleet,Tier-2,781.0,6.02,2.8,896.0,0,2026-05-05
478,Kochi,Pune,Air,InHouse Fleet,Tier-1,225.0,8.56,1.2,1316.0,0,2026-01-11
479,Bengaluru,Nagpur,Road,Partner-A,Tier-2,531.0,6.41,3.4,649.0,0,2026-08-14
480,Pune,Bengaluru,Air,Partner-A,Tier-1,247.0,8.93,1.1,1411.0,0,2026-03-02
481,Pune,Bengaluru,Road,InHouse Fleet,Tier-1,447.0,4.34,2.2,572.0,0,2026-05-02
482,Nagpur,Coimbatore,Air,InHouse Fleet,Tier-2,836.0,6.56,0.9,2588.0,0,2026-02-04
484,Nagpur,Kochi,Road,Partner-A,Tier-2,577.0,8.71,2.3,795.0,0,2026-03-10
485,Coimbatore,Indore,Road,InHouse Fleet,Tier-2,813.0,3.7,3.0,890.0,0,2026-02-26
486,Nagpur,Hyderabad,Rail,Partner-A,Tier-1,372.0,2.53,0.9,322.0,0,2026-08-19
487,Hyderabad,Nagpur,Road,InHouse Fleet,Tier-2,628.0,3.09,1.8,742.0,0,2026-05-19
488,Pune,Chennai,Air,InHouse Fleet,Tier-1,312.0,4.86,1.5,1287.0,0,2026-01-12
489,Bengaluru,Pune,Road,Partner-A,Tier-1,484.0,5.4,1.7,571.0,0,2026-05-05
490,Coimbatore,Indore,Road,Partner-A,Tier-2,709.0,6.85,2.5,854.0,0,2026-02-12
491,Kochi,Hyderabad,Road,InHouse Fleet,Tier-1,760.0,2.83,3.0,837.0,0,2026-05-27
493,Bengaluru,Kochi,Air,Partner-A,Tier-2,497.0,8.89,2.6,1913.0,0,2026-03-18
494,Nagpur,Pune,Road,Partner-A,Tier-1,443.0,16.94,1.9,889.0,0,2026-03-09
496,Indore,Kochi,Road,Partner-A,Tier-2,555.0,3.27,3.3,758.0,0,2026-07-25
497,Hyderabad,Pune,Road,InHouse Fleet,Tier-1,194.0,23.23,0.6,774.0,0,2026-08-24
498,Pune,Chennai,Air,InHouse Fleet,Tier-1,348.0,18.44,1.4,2082.0,0,2026-02-28
499,Bengaluru,Hyderabad,Rail,InHouse Fleet,Tier-1,375.0,5.38,1.5,406.0,0,2026-01-02
501,Indore,Nagpur,Air,Partner-A,Tier-2,1175.0,4.75,1.6,3247.0,0,2026-05-16
502,Coimbatore,Indore,Air,Partner-A,Tier-2,617.0,3.05,1.9,1821.0,0,2026-05-30
503,Coimbatore,Bengaluru,Road,InHouse Fleet,Tier-1,147.0,9.82,1.2,474.0,0,2026-07-24
504,Kochi,Nagpur,Rail,InHouse Fleet,Tier-2,699.0,5.66,1.5,619.0,0,2026-01-21
505,Indore,Nagpur,Road,InHouse Fleet,Tier-2,277.0,6.13,0.8,412.0,0,2026-08-01
506,Bengaluru,Indore,Road,InHouse Fleet,Tier-2,633.0,2.58,2.8,674.0,0,2026-08-08
507,Kochi,Bengaluru,Air,Partner-A,Tier-1,353.0,10.01,0.5,1645.0,0,2026-08-13
508,Hyderabad,Nagpur,Road,InHouse Fleet,Tier-2,793.0,4.45,3.2,1032.0,0,2026-06-06
509,Kochi,Pune,Air,Partner-A,Tier-1,525.0,2.06,1.5,1664.0,1,2026-04-11
510,Chennai,Pune,Air,Partner-B,Tier-1,259.0,5.06,1.1,1043.0,0,2026-03-27
511,Bengaluru,Pune,Road,InHouse Fleet,Tier-1,323.0,2.73,1.7,323.0,1,2026-05-02
512,Chennai,Bengaluru,Air,InHouse Fleet,Tier-1,212.0,13.22,1.5,7011.0,0,2026-08-06
513,Indore,Nagpur,Road,InHouse Fleet,Tier-2,447.0,18.28,1.3,1054.0,0,2026-03-16
514,Nagpur,Kochi,Road,Partner-A,Tier-2,706.0,5.17,2.6,885.0,0,2026-03-16
515,Chennai,Bengaluru,Road,Partner-A,Tier-1,121.0,11.12,0.6,465.0,0,2026-08-25
516,Hyderabad,Pune,Rail,InHouse Fleet,Tier-1,275.0,10.94,1.6,453.0,0,2026-08-14
517,Kochi,Indore,Road,Partner-A,Tier-2,471.0,0.2,2.4,574.0,0,2026-03-24
519,Kochi,Nagpur,Road,InHouse Fleet,Tier-2,749.0,3.1,2.8,842.0,0,2026-08-28
520,Chennai,Coimbatore,Air,InHouse Fleet,Tier-2,974.0,5.85,2.1,2971.0,0,2026-06-14
521,Kochi,Coimbatore,Road,Partner-B,Tier-2,416.0,3.78,1.5,448.0,0,2026-03-19
522,Indore,Chennai,Road,Partner-A,Tier-1,40.0,2.89,1.1,214.0,0,2026-06-06
523,Nagpur,Kochi,Road,Partner-B,Tier-2,628.0,11.44,2.3,897.0,0,2026-07-30
524,Indore,Kochi,Road,Partner-A,Tier-2,653.0,3.66,2.3,784.0,0,2026-06-14
525,Chennai,Hyderabad,Air,Partner-B,Tier-1,389.0,6.86,0.8,1579.0,0,2026-01-21
526,Indore,Kochi,Road,InHouse Fleet,Tier-2,570.0,10.77,2.0,893.0,0,2026-08-04
527,Hyderabad,Coimbatore,Road,Partner-A,Tier-2,614.0,13.74,1.7,1035.0,0,2026-08-06
528,Chennai,Bengaluru,Rail,Partner-B,Tier-1,416.0,2.06,1.0,488.0,0,2026-08-21
529,Chennai,Kochi,Road,Partner-A,Tier-2,837.0,2.24,2.4,1006.0,0,2026-04-30
530,Chennai,Coimbatore,Rail,InHouse Fleet,Tier-2,298.0,6.31,1.9,406.0,0,2026-01-12
531,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,284.0,0.66,1.8,320.0,0,2026-06-25
532,Kochi,Nagpur,Air,InHouse Fleet,Tier-2,688.0,2.34,0.8,1896.0,0,2026-03-24
533,Bengaluru,Kochi,Road,InHouse Fleet,Tier-2,485.0,12.3,1.8,850.0,0,2026-06-24
534,Bengaluru,Chennai,Road,InHouse Fleet,Tier-1,662.0,8.41,2.9,936.0,0,2026-04-23
535,Hyderabad,Nagpur,Air,Partner-A,Tier-2,536.0,4.86,1.1,1697.0,0,2026-08-10
536,Nagpur,Indore,Air,Partner-A,Tier-2,643.0,7.54,0.7,2271.0,0,2026-01-15
537,Kochi,Indore,Air,InHouse Fleet,Tier-2,750.0,8.82,2.9,2530.0,1,2026-07-14
538,Indore,Nagpur,Road,Partner-A,Tier-2,544.0,1.43,2.1,530.0,0,2026-04-23
539,Coimbatore,Kochi,Air,InHouse Fleet,Tier-2,318.0,3.61,0.5,1136.0,0,2026-05-21
540,Chennai,Hyderabad,Air,InHouse Fleet,Tier-1,273.0,13.42,1.3,1663.0,0,2026-07-06
541,Indore,Coimbatore,Road,InHouse Fleet,Tier-2,835.0,6.4,2.8,936.0,0,2026-07-20
542,Chennai,Bengaluru,Air,Partner-A,Tier-1,289.0,6.68,0.5,1353.0,0,2026-05-04
543,Hyderabad,Bengaluru,Air,InHouse Fleet,Tier-1,198.0,5.18,1.2,1060.0,0,2026-05-21
544,Chennai,Pune,Road,InHouse Fleet,Tier-1,517.0,0.89,2.7,669.0,0,2026-07-27
545,Bengaluru,Nagpur,Road,InHouse Fleet,Tier-2,590.0,3.22,2.2,650.0,1,2026-04-25
546,Kochi,Bengaluru,Road,Partner-B,Tier-1,258.0,7.22,0.8,513.0,0,2026-07-25
547,Coimbatore,Kochi,Road,InHouse Fleet,Tier-2,677.0,3.68,2.7,742.0,0,2026-07-19
548,Pune,Hyderabad,Road,Partner-A,Tier-1,489.0,2.14,2.4,575.0,0,2026-05-27
549,Chennai,Nagpur,Road,Partner-A,Tier-2,1079.0,2.41,3.0,1023.0,0,2026-07-04
550,Indore,Hyderabad,Road,Partner-A,Tier-1,499.0,13.61,1.8,802.0,0,2026-02-01
551,Bengaluru,Kochi,Road,Partner-B,Tier-2,859.0,3.51,4.3,989.0,0,2026-04-09
552,Pune,Bengaluru,Road,InHouse Fleet,Tier-1,259.0,11.84,1.2,520.0,0,2026-03-28
553,Coimbatore,Bengaluru,Air,InHouse Fleet,Tier-1,165.0,6.7,0.5,1066.0,0,2026-05-29
556,Kochi,Nagpur,Rail,Partner-A,Tier-2,661.0,4.43,2.3,588.0,0,2026-07-29
558,Nagpur,Indore,Road,Partner-A,Tier-2,669.0,2.77,2.8,636.0,0,2026-04-22
561,Pune,Nagpur,Air,Partner-A,Tier-2,456.0,8.57,1.7,1680.0,0,2026-05-22
562,Hyderabad,Pune,Road,InHouse Fleet,Tier-1,318.0,10.87,0.9,726.0,0,2026-07-27
563,Indore,Pune,Road,Partner-B,Tier-1,422.0,9.15,1.5,574.0,0,2026-01-24
564,Indore,Bengaluru,Road,InHouse Fleet,Tier-1,415.0,1.59,2.6,489.0,1,2026-02-18
565,Pune,Chennai,Road,InHouse Fleet,Tier-1,441.0,3.51,2.2,586.0,0,2026-02-01
566,Chennai,Kochi,Road,Partner-B,Tier-2,702.0,3.87,1.8,730.0,0,2026-03-16
567,Chennai,Kochi,Road,InHouse Fleet,Tier-2,559.0,0.7,3.0,567.0,0,2026-04-19
568,Kochi,Chennai,Road,InHouse Fleet,Tier-1,257.0,7.49,2.2,527.0,0,2026-01-11
569,Indore,Pune,Air,InHouse Fleet,Tier-1,134.0,8.27,0.9,1077.0,0,2026-07-07
570,Indore,Bengaluru,Rail,Partner-B,Tier-1,671.0,8.06,2.8,681.0,0,2026-03-09
571,Nagpur,Chennai,Road,Partner-A,Tier-1,352.0,7.15,3.0,590.0,0,2026-07-08
572,Hyderabad,Bengaluru,Rail,Partner-A,Tier-1,310.0,4.14,1.0,364.0,0,2026-03-31
574,Chennai,Bengaluru,Road,Partner-A,Tier-1,183.0,2.67,1.7,253.0,0,2026-04-20
575,Indore,Coimbatore,Road,Partner-A,Tier-2,1178.0,4.13,4.8,1315.0,0,2026-05-13
577,Coimbatore,Bengaluru,Rail,InHouse Fleet,Tier-1,157.0,6.74,1.7,324.0,0,2026-06-13
578,Nagpur,Coimbatore,Road,InHouse Fleet,Tier-2,573.0,12.58,1.8,800.0,0,2026-08-13
579,Chennai,Pune,Road,Partner-B,Tier-1,425.0,5.66,2.1,635.0,0,2026-07-11
582,Bengaluru,Indore,Air,InHouse Fleet,Tier-2,758.0,5.52,2.4,2304.0,0,2026-07-25
583,Pune,Chennai,Road,Partner-A,Tier-1,522.0,0.78,1.6,552.0,0,2026-02-01
584,Chennai,Nagpur,Road,Partner-A,Tier-2,975.0,7.07,3.1,1135.0,0,2026-03-12
585,Nagpur,Indore,Road,Partner-A,Tier-2,741.0,13.2,2.5,1029.0,0,2026-03-15
586,Indore,Chennai,Road,Partner-B,Tier-1,160.0,4.89,1.0,454.0,0,2026-07-13
588,Hyderabad,Chennai,Road,InHouse Fleet,Tier-1,304.0,4.61,1.8,379.0,0,2026-05-18
589,Pune,Chennai,Road,Partner-A,Tier-1,405.0,3.93,1.8,546.0,0,2026-04-09
